CustomerID,Age,Gender,TenureMonths,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,ContractType,PaymentMethod,InternetUsageGB,AnnualIncome,Region,Churn
CUST100266,55.0,Male,10,80.71,802.78,4,4,Month-to-Month,UPI,73.3,30140.68,South,0
CUST100267,38.0,Male,28,86.68,2494.15,4,4,Two Year,UPI,78.91,82073.84,South,0
CUST100268,48.0,Male,29,89.89,2716.53,2,2,One Year,Net Banking,66.57,39634.72,North,0
CUST100269,51.0,Male,28,107.87,3010.11,0,4,Two Year,UPI,58.53,90276.95,East,0
CUST100270,24.0,Male,72,92.86,6738.66,1,4,One Year,UPI,63.73,51592.49,North,0
CUST100271,34.0,Female,44,90.98,4010.24,2,3,Month-to-Month,Debit Card,97.83,61780.0,North,0
CUST100272,41.0,Female,31,46.16,1316.44,4,4,Month-to-Month,UPI,86.44,56273.82,West,0
CUST100273,43.0,Male,15,79.13,1216.01,1,4,Month-to-Month,Net Banking,33.57,46646.64,East,0
CUST100274,39.0,Female,13,120.2,1506.95,2,3,One Year,Debit Card,,36210.89,South,0
CUST100275,43.0,Female,25,66.78,1813.98,2,1,Month-to-Month,Net Banking,,31446.64,West,1
CUST100276,42.0,Male,15,86.15,1424.53,4,3,Two Year,Debit Card,66.83,65677.52,South,0
CUST100277,27.0,Female,43,83.15,3639.35,1,3,Month-to-Month,UPI,57.6,,North,0
CUST100278,61.0,Male,9,88.96,689.42,2,2,Month-to-Month,Credit Card,51.17,53849.15,North,1
CUST100279,31.0,Male,48,86.61,4191.46,1,1,One Year,Credit Card,,60958.3,East,0
CUST100280,52.0,Female,28,80.22,2390.29,0,4,One Year,Credit Card,,22722.01,South,0
CUST100281,28.0,Male,21,79.12,1663.96,0,3,One Year,UPI,74.9,,West,0
CUST100282,57.0,Female,17,,,1,3,Month-to-Month,Credit Card,349.71053043897075,47061.65,South,0
CUST100283,25.0,Male,15,55.26,796.35,6,3,One Year,Debit Card,80.75,18455.84,East,0
CUST100284,42.0,Female,17,58.46,973.32,2,4,Month-to-Month,,145.2,62251.69,North,0
CUST100285,48.0,Male,43,48.91,1978.28,2,5,Month-to-Month,UPI,63.7,67228.08,South,0
CUST100286,20.0,Male,3,99.24,310.5,1,2,Month-to-Month,Net Banking,42.77,26715.5,East,0
CUST100287,22.0,Female,32,70.54,2366.71,1,3,Month-to-Month,Debit Card,151.25,22846.57,South,0
CUST100288,30.0,Male,18,83.96,,2,2,Month-to-Month,Credit Card,78.59,24285.81,South,0
CUST100289,60.0,Male,27,66.64,1790.13,2,3,Month-to-Month,UPI,101.99,75033.18,North,0
CUST100290,33.0,Male,2,103.49,345.55,1,4,Month-to-Month,Net Banking,75.9,108257.7,South,1
CUST100291,45.0,Female,39,44.77,1692.33,2,4,Month-to-Month,Credit Card,132.11,26223.09,North,0
CUST100292,50.0,Male,72,70.3,5090.91,3,3,Two Year,Debit Card,43.19,45974.53,South,0
CUST100293,39.0,Female,37,29.54,1053.76,1,2,One Year,UPI,89.03,40653.76,East,0
CUST100294,27.0,Male,8,65.47,476.19,2,2,Month-to-Month,Net Banking,66.52,74027.42,North,0
CUST100295,37.0,Female,42,59.32,2587.49,2,4,Month-to-Month,UPI,53.98,49015.42,North,0
CUST100296,21.0,Female,12,61.83,816.76,2,3,Month-to-Month,Credit Card,31.63,80636.51,East,0
CUST100297,29.0,Male,22,54.07,1170.43,2,5,Month-to-Month,UPI,85.66,41038.35,South,0
CUST100298,35.0,Male,11,81.36,1100.2,2,5,Month-to-Month,UPI,54.91,51093.91,South,0
CUST100299,47.0,Male,44,43.21,1930.24,1,5,Month-to-Month,Debit Card,31.25,32315.31,North,0
CUST100300,35.0,Male,25,51.96,1265.66,4,3,Month-to-Month,Credit Card,53.98,68826.34,East,0
CUST100301,42.0,Female,34,39.95,1332.55,2,4,Month-to-Month,UPI,56.98,112034.65,West,0
CUST100302,50.0,Male,28,104.07,2940.06,1,3,One Year,UPI,146.96,88729.55,North,0
CUST100303,37.0,Male,8,77.52,553.98,5,3,One Year,Net Banking,85.09,36186.01,West,0
CUST100304,32.0,Female,18,94.34,1877.65,1,3,One Year,Credit Card,127.95,21343.09,East,0
CUST100305,,Male,11,,802.43,2,5,Month-to-Month,UPI,81.4,82772.15,South,0
CUST100306,36.0,Female,23,79.06,1789.21,2,3,One Year,Debit Card,58.53,130851.01,South,0
CUST100307,23.0,Male,38,62.71,2433.04,6,2,Month-to-Month,Credit Card,43.55,39094.27,West,1
CUST100308,43.0,Male,45,106.66,4739.47,5,5,Month-to-Month,Net Banking,37.57,65379.75,West,0
CUST100309,43.0,Male,16,38.31,687.54,1,4,Month-to-Month,Credit Card,21.52,53047.46,West,0
CUST100310,35.0,Male,24,66.85,1745.08,4,2,Two Year,UPI,30.58,70750.33,North,0
CUST100311,29.0,Male,20,58.61,1050.4,4,4,Month-to-Month,Debit Card,33.08,70676.93,South,0
CUST100312,40.0,Male,42,47.66,1974.72,1,2,Two Year,Net Banking,,90533.59,South,0
CUST100313,36.0,Female,33,85.51,2871.98,2,4,Month-to-Month,UPI,33.54,46937.92,South,0
CUST100314,39.0,Male,29,82.2,2324.36,2,3,Month-to-Month,Net Banking,45.71,92192.33,North,0
CUST100315,75.0,Male,17,54.56,794.36,0,5,One Year,Debit Card,53.24,64561.96,South,0
CUST100316,18.0,Female,8,27.53,224.28,1,4,Month-to-Month,Credit Card,36.41,25361.17,North,0
CUST100317,46.0,Female,15,63.37,773.66,5,5,One Year,UPI,89.28,40824.45,East,0
CUST100318,40.0,Male,30,47.14,1266.36,5,5,Month-to-Month,UPI,121.98,46722.76,South,0
CUST100319,42.0,Female,15,78.54,1283.85,0,2,Two Year,Net Banking,61.93,98868.16,East,0
CUST100320,42.0,Female,35,39.73,1400.14,2,3,Month-to-Month,Credit Card,59.58,69056.42,East,0
CUST100321,45.0,Male,10,65.39,665.16,3,3,One Year,Net Banking,171.79,45845.33,West,0
CUST100322,18.0,Female,45,78.87,3612.83,1,2,Two Year,Credit Card,85.36,57661.7,West,0
CUST100323,21.0,Male,20,54.95,1106.02,1,3,Month-to-Month,Net Banking,54.88,66282.2,West,0
CUST100324,29.0,Male,19,84.5,1665.01,2,2,Month-to-Month,Net Banking,75.04,77906.56,West,1
CUST100325,29.0,,23,58.39,1477.1,2,4,Month-to-Month,Credit Card,64.66,99826.15,North,0
CUST100326,32.0,Female,6,59.39,396.0,3,3,One Year,Debit Card,92.58,52674.03,South,1
CUST100327,30.0,Male,16,96.42,1595.83,3,2,Month-to-Month,UPI,63.3,130607.57,South,1
CUST100328,18.0,Male,16,72.55,1302.37,1,4,Month-to-Month,Debit Card,87.89,56485.12,South,1
CUST100329,24.0,Female,40,73.77,3024.97,1,5,One Year,Credit Card,116.33,44422.06,North,0
CUST100330,18.0,Female,7,32.14,112.41,1,4,Two Year,UPI,112.08,67878.83,North,0
CUST100331,36.0,Female,5,81.97,476.34,2,3,Month-to-Month,UPI,122.93,41758.36,West,0
CUST100332,42.0,Female,4,58.34,77.29,3,2,Two Year,Net Banking,90.41,50989.74,South,0
CUST100333,43.0,Female,36,30.32,1006.24,1,3,One Year,Net Banking,62.63,42339.03,West,0
CUST100334,22.0,Female,24,69.86,1697.62,2,4,Month-to-Month,Net Banking,119.14,,South,0
CUST100335,45.0,Female,25,84.32,2124.98,2,4,Month-to-Month,UPI,79.89,45018.89,North,0
CUST100336,35.0,Female,18,71.3,1381.37,2,3,Two Year,Net Banking,97.53,32693.89,South,0
CUST100337,48.0,Female,20,34.31,645.78,2,3,Month-to-Month,Debit Card,53.13,85808.83,West,0
CUST100338,38.0,Male,66,48.49,3253.12,4,4,Two Year,Net Banking,38.48,63252.22,South,0
CUST100339,40.0,Female,72,90.34,6508.88,6,3,Month-to-Month,UPI,107.46,57510.21,East,0
CUST100340,53.0,Other,17,102.17,1843.71,4,1,Month-to-Month,Debit Card,513.2827001163223,69670.3,West,0
CUST100341,24.0,Female,15,54.84,815.21,1,4,Two Year,UPI,21.07,28626.32,West,0
CUST100342,19.0,Other,3,37.41,167.17,3,3,Month-to-Month,UPI,45.84,34494.79,North,1
CUST100343,23.0,Male,17,136.28,2236.4,3,3,One Year,UPI,118.53,25854.84,West,0
CUST100344,36.0,Male,5,65.58,164.98,0,3,Month-to-Month,Net Banking,166.88,30011.23,South,0
CUST100345,24.0,Female,6,69.92,,2,4,Month-to-Month,Net Banking,56.11,44207.59,West,0
CUST100346,18.0,Female,34,85.68,2867.58,2,3,Month-to-Month,Debit Card,37.87,31198.27,South,0
CUST100347,18.0,Male,29,56.23,1609.1,1,3,Month-to-Month,Debit Card,131.74,35666.21,North,0
CUST100348,28.0,Female,9,72.93,625.28,3,3,Month-to-Month,Debit Card,173.96,90637.38,North,0
CUST100349,38.0,Male,10,28.35,,0,5,Two Year,UPI,47.12,19214.96,East,0
CUST100350,44.0,Male,25,88.57,2183.41,4,5,Month-to-Month,UPI,36.74,39926.66,North,0
CUST100351,29.0,Male,11,62.53,822.55,3,2,One Year,Credit Card,31.12,29777.56,East,0
CUST100352,49.0,Female,17,69.6,1195.73,5,4,Month-to-Month,UPI,137.56,48169.52,North,0
CUST100353,27.0,Male,72,91.91,6579.73,0,3,Month-to-Month,Credit Card,41.2,55698.93,East,0
CUST100354,52.0,Female,17,96.25,1536.01,3,2,Month-to-Month,UPI,47.07,43354.41,South,1
CUST100355,47.0,Male,19,84.66,1631.05,0,3,Month-to-Month,Net Banking,115.48,95438.17,North,0
CUST100356,41.0,Female,15,93.21,1572.32,2,4,Month-to-Month,Debit Card,57.87,99318.94,West,0
CUST100357,49.0,Male,19,52.13,837.64,1,4,Month-to-Month,Credit Card,95.99,,North,0
CUST100358,59.0,Female,34,82.24,2790.31,1,4,Month-to-Month,Net Banking,77.37,38187.66,North,0
CUST100359,21.0,Female,56,79.89,4447.03,0,4,Month-to-Month,Net Banking,48.05,47066.9,South,0
CUST100360,50.0,Male,14,82.22,1181.93,3,3,Month-to-Month,Debit Card,64.01,46785.22,East,1
CUST100361,60.0,Female,22,55.13,1346.19,3,2,Month-to-Month,Credit Card,42.75,23378.39,West,1
CUST100362,45.0,Male,31,85.49,2804.65,1,3,Month-to-Month,Debit Card,79.99,38989.67,North,1
CUST100363,29.0,Male,6,49.16,255.75,1,2,Month-to-Month,Credit Card,77.92,47382.89,North,0
CUST100364,32.0,Male,10,120.67,1219.3,3,2,Month-to-Month,Credit Card,38.4,42161.88,South,1
CUST100365,56.0,Male,13,62.92,,2,4,Two Year,Credit Card,28.48,67958.72,West,0
CUST100366,35.0,Female,29,31.49,979.98,2,4,Month-to-Month,UPI,40.51,33346.82,East,0
CUST100367,34.0,Female,9,74.17,685.65,1,3,Month-to-Month,Net Banking,43.47,85803.47,South,0
CUST100368,43.0,Male,26,76.17,1890.7,2,2,Month-to-Month,Credit Card,76.67,30699.92,North,0
CUST100369,18.0,Female,25,128.44,3206.68,1,5,Month-to-Month,UPI,117.0,25105.83,South,1
CUST100370,45.0,Male,19,85.83,1555.94,2,3,Two Year,UPI,59.09,174052.67,East,0
CUST100371,18.0,Male,28,39.06,974.58,5,4,Two Year,UPI,81.47,18000.0,South,0
CUST100372,65.0,Female,20,85.22,1726.65,4,3,Month-to-Month,UPI,150.16,34538.83,North,1
CUST100373,40.0,Female,16,92.91,1528.64,1,2,Month-to-Month,Debit Card,,51811.26,West,1
CUST100374,53.0,Male,18,78.97,1550.35,2,3,Two Year,UPI,147.41,55627.17,West,0
CUST100375,52.0,Female,21,69.58,1500.44,4,3,Month-to-Month,UPI,118.67,76444.22,South,0
CUST100376,31.0,Male,37,77.15,2962.75,0,3,Month-to-Month,UPI,47.12,52928.54,West,0
CUST100377,43.0,Male,11,85.47,885.75,2,2,Two Year,Debit Card,45.89,35323.8,East,1
CUST100378,37.0,Male,40,96.16,3896.93,1,3,Two Year,Credit Card,66.16,63980.93,West,0
CUST100379,44.0,Female,17,80.73,1392.45,3,4,Month-to-Month,Net Banking,124.31,,South,1
CUST100380,,Male,64,29.8,1948.22,2,3,One Year,Net Banking,85.86,61188.64,West,0
CUST100381,50.0,Male,27,59.11,1613.23,5,3,Month-to-Month,Credit Card,13.29,,West,1
CUST100382,40.0,Male,29,82.05,2415.65,3,4,Month-to-Month,UPI,40.78,71152.83,North,0
CUST100383,49.0,Male,40,95.78,3827.45,2,3,Month-to-Month,Net Banking,161.51,91515.59,East,0
CUST100384,43.0,Female,25,47.53,1319.17,1,3,Two Year,Credit Card,112.48,29679.77,West,0
CUST100385,40.0,Female,33,89.61,3106.67,1,4,Two Year,,78.75,32527.03,North,0
CUST100386,35.0,Female,48,97.25,4630.64,3,3,One Year,Net Banking,228.49,42028.84,South,0
CUST100387,36.0,Female,12,77.15,819.94,3,5,Month-to-Month,Net Banking,66.68,37578.09,South,0
CUST100388,37.0,Female,67,68.95,4587.16,1,2,Month-to-Month,Net Banking,29.54,27411.84,North,0
CUST100389,50.0,Male,4,72.27,350.19,3,3,Two Year,Net Banking,57.3,112563.41,West,0
CUST100390,39.0,Female,6,86.56,639.83,1,3,Month-to-Month,UPI,96.11,,East,1
CUST100391,34.0,Female,30,82.6,2473.65,1,2,One Year,Net Banking,39.88,105143.64,East,0
CUST100392,35.0,Male,9,97.73,888.23,2,2,Month-to-Month,Credit Card,73.82,71446.7,South,1
CUST100393,,Male,22,68.25,1497.83,2,4,Month-to-Month,UPI,60.9,27495.2,South,0
CUST100394,45.0,Female,40,60.23,2528.53,1,3,One Year,UPI,68.73,78619.76,West,0
CUST100395,56.0,Male,48,88.6,4238.94,1,4,One Year,Net Banking,61.4,37993.11,South,0
CUST100396,25.0,Female,15,85.99,1346.93,0,3,Month-to-Month,UPI,59.1,41734.52,East,0
CUST100397,21.0,Male,61,46.36,2866.88,1,4,Month-to-Month,Credit Card,,59677.57,West,0
CUST100398,47.0,Male,13,49.01,844.68,2,5,Two Year,Credit Card,150.08,61839.57,West,0
CUST100399,31.0,Male,15,68.73,1039.14,1,1,Month-to-Month,Net Banking,70.78,90046.43,South,0
CUST100400,22.0,Female,46,48.57,2316.02,5,4,Month-to-Month,Net Banking,54.85,83759.76,West,0
CUST100401,46.0,Female,21,74.28,1575.33,3,5,Month-to-Month,Debit Card,80.26,67622.89,North,0
CUST100402,51.0,Female,21,89.03,1856.93,3,3,Month-to-Month,Credit Card,70.57,49574.72,South,0
CUST100403,40.0,Male,8,57.74,613.75,3,2,Month-to-Month,,61.18,37582.06,North,1
CUST100404,30.0,Male,23,68.76,1561.54,0,3,Month-to-Month,Credit Card,42.98,65438.88,West,0
CUST100405,41.0,Female,29,52.46,1614.24,1,3,One Year,UPI,,42367.86,West,1
CUST100406,47.0,Other,11,37.6,408.64,2,2,Month-to-Month,UPI,50.09,38567.42,West,0
CUST100407,22.0,,24,91.55,2318.1,0,3,Month-to-Month,Credit Card,23.82,46083.93,South,0
CUST100408,30.0,Female,72,60.15,4226.82,1,3,Month-to-Month,Net Banking,45.35,48422.05,West,0
CUST100409,53.0,Other,72,53.58,3944.79,1,5,Month-to-Month,Net Banking,19.34,52390.04,North,0
CUST100410,53.0,Female,27,45.69,1225.24,3,4,Two Year,UPI,132.96,28610.68,West,0
CUST100411,21.0,Female,17,64.38,1151.73,2,3,Month-to-Month,Net Banking,38.83,41421.29,West,0
CUST100412,35.0,Male,31,46.2,1567.57,0,3,Month-to-Month,Credit Card,185.59,24115.14,East,1
CUST100413,50.0,Female,72,61.99,,2,3,Month-to-Month,Debit Card,102.54,36180.02,South,0
CUST100414,55.0,Female,37,75.8,2822.25,3,2,One Year,Credit Card,74.44,31261.26,North,0
CUST100415,55.0,Male,23,60.39,1409.59,1,3,Month-to-Month,UPI,110.78,33654.11,East,0
CUST100416,50.0,Female,38,56.69,2082.14,4,3,One Year,Debit Card,188.75,,North,0
CUST100417,46.0,Female,44,20.0,712.35,3,3,Month-to-Month,Credit Card,79.11,94682.82,South,0
CUST100418,33.0,Female,21,49.71,1111.31,4,2,Month-to-Month,UPI,,51049.94,West,1
CUST100419,59.0,Male,2,77.04,95.08,5,4,One Year,UPI,53.66,57830.52,South,0
CUST100420,50.0,Female,72,91.84,6554.48,5,4,One Year,Net Banking,69.37,32881.17,South,0
CUST100421,34.0,Female,56,87.77,5010.51,3,5,Two Year,Net Banking,41.08,69377.29,South,0
CUST100422,42.0,Male,49,81.4,3909.88,0,4,One Year,Debit Card,29.52,161067.85,West,0
CUST100423,32.0,Male,17,69.76,1278.54,1,5,Month-to-Month,UPI,51.72,31426.09,East,0
CUST100424,36.0,Female,15,81.52,1273.06,3,2,One Year,Credit Card,99.46,39281.66,South,0
CUST100425,46.0,Female,9,42.8,377.98,1,3,Month-to-Month,UPI,62.94,24357.78,North,0
CUST100426,39.0,Other,7,82.31,549.27,1,1,Month-to-Month,UPI,77.45,51417.64,North,1
CUST100427,21.0,Male,11,69.48,667.7,0,5,Month-to-Month,Debit Card,31.07,47502.68,West,0
CUST100428,23.0,Male,19,104.58,2038.15,1,4,One Year,Credit Card,22.32,30365.02,North,0
CUST100429,58.0,Male,35,75.34,2644.17,4,4,Two Year,Debit Card,28.53,228608.78,West,0
CUST100430,44.0,Male,27,70.44,1803.78,2,4,Month-to-Month,Credit Card,41.84,18000.0,North,0
CUST100431,22.0,Female,23,64.03,1603.3,1,4,Two Year,UPI,84.61,80533.77,West,1
CUST100432,48.0,Male,17,102.94,1859.89,4,2,Month-to-Month,Net Banking,69.56,85544.56,South,1
CUST100433,51.0,Male,14,40.94,572.02,3,4,One Year,Credit Card,111.89,131268.42,West,0
CUST100434,53.0,Female,34,80.39,2691.46,4,2,Month-to-Month,Net Banking,43.6,126663.11,East,0
CUST100435,53.0,Male,63,57.9,3674.73,1,2,One Year,UPI,64.38,47493.73,East,0
CUST100436,40.0,Male,23,59.58,1394.35,1,4,Two Year,Net Banking,98.25,51999.27,North,0
CUST100437,21.0,Male,23,95.25,2047.06,0,3,Month-to-Month,Debit Card,87.36,25284.84,East,1
CUST100438,40.0,Male,54,104.06,5570.71,3,2,Month-to-Month,Net Banking,105.72,30337.15,North,0
CUST100439,18.0,Female,27,44.93,1200.0,0,4,One Year,UPI,77.5,18000.0,North,0
CUST100440,21.0,Female,22,65.67,1587.12,2,2,Month-to-Month,UPI,63.88,93325.32,West,1
CUST100441,25.0,Male,38,47.44,1830.22,1,1,Month-to-Month,UPI,74.25,74232.23,North,0
CUST100442,37.0,Male,12,88.54,1126.42,1,3,One Year,Net Banking,41.92,94815.46,North,0
CUST100443,35.0,Male,7,81.08,504.63,0,5,Month-to-Month,Debit Card,30.5,29896.18,East,0
CUST100444,41.0,Male,13,64.71,642.0,3,3,Month-to-Month,Net Banking,67.17,42263.23,South,0
CUST100445,18.0,Male,36,89.39,3197.46,2,3,Two Year,Net Banking,133.01,43083.32,East,0
CUST100446,42.0,Male,16,89.0,1545.04,3,4,One Year,Net Banking,209.86,74973.64,East,0
CUST100447,54.0,Male,24,65.47,1658.96,1,4,Month-to-Month,Credit Card,68.42,31650.76,North,0
CUST100448,36.0,Female,16,75.78,1161.41,3,5,Month-to-Month,Credit Card,30.08,59362.62,South,0
CUST100449,51.0,Female,17,60.58,992.32,1,3,Two Year,Net Banking,128.9,65685.13,East,0
CUST100450,48.0,Female,38,59.24,2136.91,2,2,Month-to-Month,Credit Card,36.25,61255.78,South,0
CUST100451,22.0,Female,1,71.21,40.8,1,3,Month-to-Month,Net Banking,228.48,64962.23,South,0
CUST100452,30.0,Female,72,79.38,5716.48,2,4,Month-to-Month,UPI,59.58,18000.0,West,0
CUST100453,33.0,Male,14,78.97,1143.31,1,3,Month-to-Month,Credit Card,44.72,123240.71,West,0
CUST100454,29.0,Female,23,62.05,1392.19,3,2,Month-to-Month,UPI,31.26,66791.2,South,0
CUST100455,38.0,Female,40,128.23,5160.34,2,3,Two Year,UPI,144.49,43588.69,West,0
CUST100456,46.0,Female,16,114.71,1741.51,0,2,Month-to-Month,Debit Card,47.93,34655.07,East,0
CUST100457,23.0,Male,26,64.35,1852.96,0,3,One Year,Credit Card,100.95,66927.59,East,0
CUST100458,42.0,Female,38,65.88,2480.85,3,4,Month-to-Month,UPI,89.59,38733.16,West,0
CUST100459,26.0,Male,14,98.35,1370.03,2,5,Month-to-Month,Debit Card,100.6,75661.26,North,0
CUST100460,53.0,Female,55,82.71,4494.73,2,4,Month-to-Month,Net Banking,54.45,50850.58,North,1
CUST100461,49.0,Female,14,85.99,1298.26,3,5,One Year,Credit Card,109.49,69467.92,West,0
CUST100462,37.0,Female,59,20.11,1247.09,4,2,Month-to-Month,Debit Card,42.34,33998.79,South,0
CUST100463,54.0,Female,11,61.38,560.13,3,3,One Year,UPI,72.92,53923.47,West,0
CUST100464,33.0,Female,20,58.21,1295.88,2,3,One Year,Credit Card,36.33,47566.74,South,0
CUST100465,45.0,Female,71,74.19,5421.64,1,4,Month-to-Month,Credit Card,136.4,42646.51,North,0
CUST100466,30.0,Female,72,36.93,2487.49,2,3,Month-to-Month,Debit Card,40.57,33458.93,West,0
CUST100467,44.0,Male,31,38.28,1149.22,1,3,Month-to-Month,UPI,80.38,102381.13,South,1
CUST100468,27.0,,32,91.18,2872.77,2,2,One Year,Credit Card,62.43,18000.0,West,0
CUST100469,52.0,Male,13,46.97,601.46,0,2,Two Year,UPI,79.59,75441.93,South,0
CUST100470,26.0,Female,46,70.45,3100.68,3,2,Month-to-Month,Net Banking,94.97,63481.9,South,1
CUST100471,47.0,Male,70,102.38,7126.08,2,3,Month-to-Month,Net Banking,43.5,38483.36,South,0
CUST100472,32.0,Female,33,83.05,2884.55,1,3,Month-to-Month,Credit Card,94.99,50124.82,East,0
CUST100473,43.0,Female,9,66.06,697.95,1,3,Month-to-Month,Debit Card,172.61,52970.79,East,0
CUST100474,18.0,Female,10,107.53,1121.14,2,5,Month-to-Month,UPI,70.56,22133.74,North,0
CUST100475,65.0,Female,27,80.17,2136.82,1,3,Month-to-Month,UPI,36.26,66593.29,South,0
CUST100476,37.0,Female,25,70.13,1794.36,1,3,Two Year,UPI,51.14,36965.36,South,0
CUST100477,43.0,Female,15,90.45,1413.99,0,3,Month-to-Month,UPI,44.17,25451.37,East,0
CUST100478,51.0,Male,54,64.51,3633.93,0,3,Month-to-Month,Credit Card,137.44,23996.95,West,0
CUST100479,41.0,Female,24,70.77,1614.74,1,5,One Year,Net Banking,51.34,91428.29,East,0
CUST100480,36.0,Male,33,40.12,1287.19,5,4,Month-to-Month,UPI,44.09,71649.37,West,0
CUST100481,43.0,Female,25,67.98,1710.98,1,3,One Year,UPI,29.28,79060.75,West,0
CUST100482,22.0,Female,43,71.85,3071.62,2,4,One Year,Credit Card,61.37,129173.56,South,0
CUST100483,29.0,Male,29,145.0,4217.89,0,4,One Year,Credit Card,41.46,70126.28,South,0
CUST100484,32.0,Female,7,54.93,445.67,1,1,Month-to-Month,Credit Card,18.47,49807.57,West,0
CUST100485,25.0,Other,35,55.65,2093.31,3,1,One Year,Credit Card,,67782.35,South,0
CUST100486,50.0,Male,30,86.42,2669.42,1,4,Two Year,Credit Card,132.42,35607.28,West,0
CUST100487,44.0,Female,19,66.49,1351.51,1,3,Two Year,Credit Card,106.16,56165.28,East,0
CUST100488,36.0,Male,61,52.98,3108.34,2,3,Month-to-Month,Debit Card,133.64,80695.11,East,0
CUST100489,34.0,Male,45,95.45,,2,3,Two Year,Net Banking,272.89,31768.85,North,0
CUST100490,37.0,Female,2,45.81,119.88,0,3,Month-to-Month,Net Banking,69.86,50115.22,East,0
CUST100491,28.0,Male,47,34.29,1515.99,3,4,Month-to-Month,Net Banking,93.14,58253.63,South,0
CUST100492,40.0,Female,40,100.5,3912.16,1,4,Month-to-Month,Credit Card,89.82,71820.06,South,0
CUST100493,44.0,Male,15,,963.23,1,4,Month-to-Month,Debit Card,131.8,31927.86,West,0
CUST100494,40.0,Female,17,59.97,1111.35,1,4,Two Year,UPI,76.14,43626.34,South,0
CUST100495,28.0,Female,54,108.79,6001.94,2,4,Month-to-Month,Credit Card,64.37,33092.46,West,0
CUST100496,48.0,Female,5,58.12,286.69,3,3,One Year,Debit Card,41.09,51144.91,South,0
CUST100497,52.0,Male,32,85.15,,3,1,Month-to-Month,Credit Card,83.51,25941.84,East,1
CUST100498,21.0,Other,14,83.3,996.16,3,3,Month-to-Month,Debit Card,73.04,37155.87,West,0
CUST100499,38.0,Male,14,67.04,990.7,1,4,Month-to-Month,Credit Card,36.36,,East,0
CUST100500,40.0,Female,19,63.49,1276.32,0,4,One Year,Credit Card,27.78,54199.01,South,1
CUST100501,34.0,Female,24,44.4,1271.09,2,4,Month-to-Month,Debit Card,42.67,36108.58,West,0
CUST100502,46.0,Male,22,55.0,1195.51,2,4,Month-to-Month,UPI,27.33,47022.2,South,0
CUST100503,38.0,Male,19,44.62,903.62,3,4,One Year,UPI,137.29,44519.04,North,0
CUST100504,31.0,Female,30,79.93,2321.32,0,3,Month-to-Month,Debit Card,113.58,67963.25,North,0
CUST100505,36.0,Female,13,25.0,291.0,2,3,Month-to-Month,UPI,34.82,49926.45,North,0
CUST100506,25.0,Female,18,77.34,1340.11,2,5,One Year,Net Banking,72.81,66227.99,North,0
CUST100507,53.0,Female,8,61.67,516.89,2,3,Month-to-Month,UPI,81.67,58513.53,East,1
CUST100508,40.0,Male,30,34.2,,1,4,Month-to-Month,Debit Card,78.63,36984.66,East,0
CUST100509,51.0,Male,5,48.2,223.55,4,4,Two Year,Debit Card,54.33,31068.4,South,0
CUST100510,30.0,Male,32,79.38,2607.14,7,2,Two Year,Credit Card,44.77,18000.0,North,0
CUST100511,35.0,Male,18,68.83,1372.5,1,3,Month-to-Month,UPI,41.11,52441.82,North,0
CUST100512,42.0,Male,2,51.98,233.68,5,4,Month-to-Month,UPI,38.54,49810.5,North,1
CUST100513,35.0,Female,40,72.76,2918.5,2,4,Month-to-Month,Net Banking,57.27,57460.67,South,0
CUST100514,38.0,Female,25,51.11,1210.89,2,3,Month-to-Month,UPI,51.91,65957.96,South,1
CUST100515,31.0,Female,49,77.0,3753.51,2,4,Two Year,Credit Card,42.54,40036.29,South,0
CUST100516,18.0,Female,18,60.8,1069.44,6,1,Month-to-Month,UPI,85.71,30100.63,North,0
CUST100517,25.0,Female,30,50.36,1465.33,3,5,One Year,UPI,41.27,25110.32,North,0
CUST100518,25.0,Male,40,84.37,3430.73,0,4,Month-to-Month,Credit Card,86.21,57596.36,South,0
CUST100519,40.0,Female,23,71.18,1604.92,6,3,Month-to-Month,Credit Card,87.97,48052.67,North,1
CUST100520,34.0,Female,31,41.34,1334.34,3,4,One Year,Net Banking,119.35,37884.35,East,0
CUST100521,34.0,Male,19,63.62,1150.05,2,3,One Year,Credit Card,59.49,56907.14,North,0
CUST100522,34.0,Male,5,103.25,543.13,2,4,Month-to-Month,Credit Card,94.37,53089.47,North,0
CUST100523,56.0,Male,39,93.76,3645.75,1,3,One Year,UPI,78.2,78735.5,West,0
CUST100524,35.0,Female,22,104.64,2257.71,2,4,Month-to-Month,Debit Card,53.45,46424.65,West,0
CUST100525,35.0,Female,62,112.21,7032.28,4,4,Month-to-Month,Credit Card,135.51,19356.93,North,0
CUST100526,41.0,Male,32,76.61,,3,4,Month-to-Month,Credit Card,76.46,85618.89,North,0
CUST100527,32.0,Male,8,55.09,415.79,1,3,Two Year,Net Banking,45.76,29122.88,South,0
CUST100528,34.0,Male,4,94.68,322.62,2,5,Two Year,Net Banking,26.87,33682.77,North,0
CUST100529,32.0,Female,18,65.94,1205.9,2,3,Month-to-Month,UPI,85.18,47593.08,East,0
CUST100530,18.0,Female,28,113.66,3198.99,1,3,One Year,Net Banking,192.02,43261.95,South,0
CUST100531,35.0,,48,32.6,1483.36,3,5,Month-to-Month,Net Banking,20.48,156462.24,North,0
